time,N2O Dry,N2O corr,d15N,d15N alpha,d15N alpha corr,d15N beta,d15N beta corr,Cavity temp
02/03/2010 10:26:32,343.573822,334.318481,16.043131,23.87,23.873856,0.540083,+AC0-940.581604,51.792068
02/03/2010 10:26:36,343.579254,334.324677,15.29518,23.36,23.35594,+AC0-0.423499,+AC0-941.526306,51.791641
02/03/2010 10:26:41,343.411621,334.157715,16.116808,27.46,27.464037,+AC0-2.682573,+AC0-944.283936,51.791122
02/03/2010 10:26:45,343.488159,334.235718,12.505703,27.05,27.052834,+AC0-9.29323,+AC0-950.832825,51.790642
02/03/2010 10:26:49,343.790161,334.535889,16.467653,22.79,22.791462,2.377171,+AC0-937.930847,51.790276
02/03/2010 10:26:53,343.450531,334.198029,21.451897,30.68,30.676836,4.64193,+AC0-936.552917,51.789906
02/03/2010 10:26:57,344.31543,335.062012,18.164654,26.72,26.721958,1.980518,+AC0-936.781128,51.789368
02/03/2010 10:27:01,344.281067,335.028992,17.633656,27.92,27.917892,+AC0-0.169287,+AC0-939.048767,51.788773
02/03/2010 10:27:05,344.241241,334.990479,14.304884,26.75,26.754358,+AC0-5.52773,+AC0-944.631531,51.788216
02/03/2010 10:27:10,343.932648,334.681915,17.359573,26.94,26.942722,0.213826,+AC0-939.561401,51.787743
02/03/2010 10:27:14,344.132233,334.88089,16.048372,26.29,26.288057,+AC0-1.712805,+AC0-940.934082,51.787346
02/03/2010 10:27:18,344.356232,335.103943,18.480474,23.58,23.582167,5.535593,+AC0-932.808044,51.786949
02/03/2010 10:27:22,344.657257,335.407074,18.655104,25.67,25.666386,3.920194,+AC0-933.586731,51.786324
02/03/2010 10:27:26,344.770538,335.52066,16.391108,24.91,24.906502,0.246259,+AC0-936.98291,51.785622
02/03/2010 10:27:30,344.160248,334.911224,16.38382,25.29,25.286489,+AC0-0.124057,+AC0-939.040283,51.785034
02/03/2010 10:27:34,344.396851,335.147369,16.208578,25.42,25.42469,+AC0-0.593117,+AC0-938.81189,51.784618
02/03/2010 10:27:38,344.432617,335.185913,15.998908,29.29,29.289122,+AC0-4.621803,+AC0-942.844971,51.784206
02/03/2010 10:27:43,344.389587,335.141754,18.935295,25.97,25.966898,4.181335,+AC0-933.868469,51.783768
02/03/2010 10:27:47,344.707642,335.460327,16.576809,23.66,23.663084,1.771601,+AC0-935.398132,51.783142
02/03/2010 10:27:51,345.065308,335.819244,17.341627,25.96,25.957195,1.102879,+AC0-935.035522,51.782494
02/03/2010 10:27:55,344.472626,335.226624,18.698185,25.57,25.574894,4.089421,+AC0-933.592346,51.782024
02/03/2010 10:27:59,344.470459,335.226471,17.40173,25.13,25.126341,1.998151,+AC0-935.735474,51.781639
02/03/2010 10:28:03,344.588806,335.344391,16.11587,22.66,22.660872,1.818046,+AC0-935.542725,51.7812
02/03/2010 10:28:07,344.44986,335.203674,19.430468,24.05,24.050636,6.93696,+AC0-930.593811,51.780525
02/03/2010 10:28:11,344.99234,335.747925,17.177305,23.42,23.424438,3.158698,+AC0-932.909912,51.779861
02/03/2010 10:28:15,344.488098,335.245178,19.802799,28.18,28.181803,3.785802,+AC0-933.635986,51.779144
02/03/2010 10:28:20,345.013336,335.769196,18.17004,24.22,24.224314,4.332218,+AC0-931.546814,51.778732
02/03/2010 10:28:24,344.577148,335.334839,20.333488,28.20,28.197678,4.799072,+AC0-932.278259,51.778336
02/03/2010 10:28:28,344.718384,335.474945,20.323704,28.97,28.970133,4.056024,+AC0-932.596924,51.777954
02/03/2010 10:28:32,344.154114,334.912445,17.970728,24.63,24.627062,3.568543,+AC0-934.649719,51.777313
02/03/2010 10:28:36,344.584656,335.342621,19.005911,28.67,28.669058,1.785169,+AC0-935.2052,51.776657
02/03/2010 10:28:40,344.648193,335.40686,16.230762,22.50,22.503269,2.188372,+AC0-934.569458,51.776093
02/03/2010 10:28:44,344.457397,335.215729,18.667177,23.82,23.822601,5.671929,+AC0-931.492188,51.775742
02/03/2010 10:28:48,344.435028,335.193115,18.548088,24.32,24.32093,4.974077,+AC0-932.240662,51.775429
02/03/2010 10:28:52,344.416626,335.177032,17.791969,23.98,23.98012,3.828655,+AC0-933.447937,51.774895
02/03/2010 10:28:56,343.767578,334.528656,16.475512,25.75,25.750458,+AC0-0.381331,+AC0-939.561035,51.774323
02/03/2010 10:29:01,344.240082,335.000336,18.97917,23.57,23.568027,6.515015,+AC0-931.082092,51.773773
02/03/2010 10:29:05,343.844666,334.60556,19.125561,25.27,25.266888,5.206138,+AC0-933.511047,51.773335
02/03/2010 10:29:09,343.503723,334.266998,17.735327,24.11,24.105106,3.601754,+AC0-936.118164,51.772972
02/03/2010 10:29:13,344.071014,334.831268,20.744093,24.50,24.499182,9.061502,+AC0-928.834839,51.772575
02/03/2010 10:29:17,343.559998,334.32251,17.316616,24.42,24.415174,2.499893,+AC0-936.997498,51.772034
02/03/2010 10:29:21,343.819031,334.581238,18.276838,23.78,23.780993,4.954694,+AC0-933.687439,51.771461
02/03/2010 10:29:25,343.715149,334.478241,19.577364,26.39,26.386715,5.031742,+AC0-933.86145,51.770905
02/03/2010 10:29:29,344.422272,335.185028,18.104467,20.92,20.922176,7.300566,+AC0-929.500305,51.770561
02/03/2010 10:29:33,343.537384,334.302002,21.840794,29.34,29.338161,6.65023,+AC0-932.657349,51.770229
02/03/2010 10:29:38,343.293823,334.058258,17.899166,24.34,24.337236,3.70158,+AC0-936.345215,51.769897
02/03/2010 10:29:42,343.768677,334.533508,17.801573,20.84,20.83745,6.793164,+AC0-931.790039,51.76947
02/03/2010 10:29:47,343.749603,334.513458,20.046015,22.43,22.431273,9.647488,+AC0-928.863831,51.769066
02/03/2010 10:29:51,344.005463,334.770203,20.630136,25.24,25.24428,8.142277,+AC0-929.65741,51.768616
02/03/2010 10:29:55,343.717865,334.484985,17.255198,23.59,23.594238,3.150441,+AC0-935.590088,51.768219
02/03/2010 10:29:59,344.296326,335.06311,17.450575,20.90,20.904806,6.050006,+AC0-930.942078,51.76786
02/03/2010 10:30:03,343.805939,334.573883,20.311663,22.59,22.585499,10.017581,+AC0-928.238159,51.767597
02/03/2010 10:30:08,343.901276,334.669434,19.422598,23.65,23.647146,7.299941,+AC0-930.72699,51.767189
02/03/2010 10:30:12,344.495972,335.263763,17.095585,18.74,18.737204,7.394137,+AC0-928.903931,51.766678
02/03/2010 10:30:16,343.870148,334.641113,22.274952,26.60,26.596655,10.061224,+AC0-927.92218,51.76622
02/03/2010 10:30:20,344.099915,334.871063,17.837252,19.68,19.675095,7.951868,+AC0-929.409302,51.765842
02/03/2010 10:30:24,343.805725,334.577393,21.371141,22.20,22.199278,12.432245,+AC0-925.615356,51.765545
02/03/2010 10:30:28,343.793457,334.566711,18.81753,23.62,23.620735,6.152447,+AC0-932.101563,51.765335
02/03/2010 10:30:32,344.399994,335.174622,17.19261,19.74,19.742332,6.639915,+AC0-929.866943,51.7649
02/03/2010 10:30:36,343.955109,334.728424,21.904917,25.21,25.213387,10.640984,+AC0-926.962708,51.764549
02/03/2010 10:30:40,344.174835,334.948761,18.905746,21.78,21.781862,8.047094,+AC0-928.98877,51.764259
02/03/2010 10:30:45,344.03363,334.808594,19.22093,24.75,24.754374,5.871331,+AC0-931.608521,51.763969
02/03/2010 10:30:49,343.883179,334.658661,21.698988,28.44,28.44216,7.215404,+AC0-930.643066,51.763802
02/03/2010 10:30:53,343.723755,334.498749,17.962906,20.40,20.404655,7.511426,+AC0-930.753784,51.763474
02/03/2010 10:30:57,344.029297,334.804871,17.658276,20.56,20.564287,6.771601,+AC0-930.625244,51.763115
02/03/2010 10:31:01,343.865784,334.641998,17.484341,21.95,21.951057,5.13468,+AC0-932.744507,51.762764
02/03/2010 10:31:05,343.92749,334.705963,19.529253,26.01,26.008591,5.292983,+AC0-932.410217,51.762497
02/03/2010 10:31:09,343.681366,334.459198,20.191809,27.61,27.61396,5.071753,+AC0-933.30426,51.762268
02/03/2010 10:31:13,344.06778,334.845459,17.867661,22.65,22.64887,5.223195,+AC0-932.03656,51.762054
02/03/2010 10:31:18,344.682739,335.459656,21.956066,23.70,23.702467,12.1564,+AC0-923.152161,51.761818
02/03/2010 10:31:22,343.810333,334.589569,20.902866,24.96,24.96225,8.935032,+AC0-928.918091,51.761513
02/03/2010 10:31:26,344.281342,335.060669,15.95435,19.50,19.497488,4.470441,+AC0-932.153687,51.761238
02/03/2010 10:31:30,344.004333,334.7854,20.332668,26.92,26.917299,5.997696,+AC0-931.371216,51.761078
02/03/2010 10:31:34,344.301605,335.081482,19.717009,23.03,23.026644,8.451983,+AC0-927.972107,51.760796
02/03/2010 10:31:38,344.740997,335.521301,17.839027,20.00,19.997856,7.652756,+AC0-927.552185,51.760681
02/03/2010 10:31:43,344.641479,335.4216,22.77282,23.32,23.321238,14.096128,+AC0-921.202576,51.760597
02/03/2010 10:31:47,344.384705,335.166534,22.28175,29.41,29.413837,7.433598,+AC0-928.768799,51.760368
02/03/2010 10:31:51,344.556885,335.337341,16.170788,20.42,20.415417,4.029309,+AC0-931.747803,51.76017
02/03/2010 10:31:55,344.387115,335.168854,17.888254,20.54,20.543844,7.236324,+AC0-928.925842,51.759953
02/03/2010 10:31:59,344.645905,335.427155,23.438122,27.67,27.670105,11.308496,+AC0-923.99707,51.759819
02/03/2010 10:32:03,344.45697,335.239349,20.837889,25.06,25.06216,8.715491,+AC0-927.193542,51.759686
02/03/2010 10:32:07,344.604858,335.38736,21.927214,27.72,27.715252,8.338961,+AC0-927.162842,51.759651
02/03/2010 10:32:12,344.364746,335.147552,21.711138,26.38,26.383732,9.168488,+AC0-926.978271,51.759529
02/03/2010 10:32:16,344.36676,335.149261,22.607121,24.76,24.759886,12.426533,+AC0-923.605591,51.759354
02/03/2010 10:32:20,344.630676,335.41272,20.523003,24.34,24.340786,8.781641,+AC0-926.590149,51.759216
02/03/2010 10:32:24,344.323608,335.106689,21.303038,26.09,26.09181,8.651484,+AC0-927.588806,51.759094
02/03/2010 10:32:28,344.506226,335.289368,18.960978,21.24,21.24015,8.661896,+AC0-927.057495,51.759007
02/03/2010 10:32:32,344.05072,334.83429,20.394184,24.52,24.52401,8.360321,+AC0-928.647339,51.758926
02/03/2010 10:32:36,343.967773,334.751221,19.236637,24.99,24.985359,5.685237,+AC0-931.613831,51.758766
02/03/2010 10:32:40,343.6203,334.40509,20.921215,24.76,24.763588,9.156806,+AC0-929.03064,51.758614
02/03/2010 10:32:44,343.343475,334.127686,20.191843,22.07,22.066767,10.2717,+AC0-928.652283,51.758522
02/03/2010 10:32:49,343.015167,333.799622,21.467514,24.76,24.762777,10.21596,+AC0-929.636169,51.758446
02/03/2010 10:32:53,343.158966,333.944824,17.904148,22.06,22.057737,5.848009,+AC0-933.728638,51.758392
02/03/2010 10:32:57,342.571472,333.357086,18.269892,22.89,22.890268,5.776191,+AC0-935.467102,51.758385
02/03/2010 10:33:01,342.516724,333.301941,16.57679,18.46,18.464994,6.644198,+AC0-934.72699,51.758392
02/03/2010 10:33:05,342.421173,333.206757,16.983461,17.95,17.949089,7.915684,+AC0-933.697144,51.758392
02/03/2010 10:33:09,341.865417,332.649872,14.871186,20.69,20.685833,1.257989,+AC0-942.104309,51.758335
02/03/2010 10:33:14,340.988953,331.77594,17.057472,21.95,21.951542,4.307215,+AC0-941.506897,51.75827
02/03/2010 10:33:18,340.232513,331.018616,20.115557,23.94,23.944496,8.36374,+AC0-939.500427,51.758224
02/03/2010 10:33:22,340.303741,331.089142,22.859051,26.89,26.886663,10.921,+AC0-936.653809,51.758179
02/03/2010 10:33:26,339.970428,330.756592,21.890503,25.66,25.656687,10.197514,+AC0-938.360168,51.758087
02/03/2010 10:33:30,339.274689,330.062531,21.841396,24.64,24.639723,11.055664,+AC0-939.512085,51.758068
02/03/2010 10:33:34,339.481628,330.26947,19.311127,23.01,23.00802,7.683089,+AC0-942.370483,51.75798
02/03/2010 10:33:38,339.450439,330.239868,15.584988,22.36,22.360142,1.071423,+AC0-949.269165,51.757904
02/03/2010 10:33:43,338.448242,329.237793,17.452658,20.49,20.493376,6.439709,+AC0-946.662964,51.757851
02/03/2010 10:33:46,338.004028,328.794067,22.39221,27.53,27.530277,9.41323,+AC0-944.911133,51.757866
02/03/2010 10:33:50,337.888672,328.678101,17.442238,20.61,20.606529,6.313455,+AC0-948.429382,51.757889
02/03/2010 10:33:55,337.367096,328.156982,17.768663,20.41,20.413931,7.126408,+AC0-949.122375,51.757816
02/03/2010 10:33:59,336.747406,327.539124,19.704477,22.98,22.975124,8.475998,+AC0-949.577209,51.757774
02/03/2010 10:34:03,336.562225,327.353546,18.658775,23.24,23.236532,6.205027,+AC0-952.450317,51.757751
02/03/2010 10:34:07,336.756897,327.548401,17.951723,19.38,19.381618,8.448745,+AC0-949.570313,51.757729
02/03/2010 10:34:12,336.250549,327.043457,16.471575,20.16,20.155802,4.85541,+AC0-954.776184,51.757713
02/03/2010 10:34:16,335.511719,326.303558,18.341488,24.62,24.618416,4.294953,+AC0-957.533081,51.757767
02/03/2010 10:34:20,335.48468,326.27533,20.29619,25.43,25.428827,7.322301,+AC0-954.486206,51.757774
02/03/2010 10:34:24,334.841248,325.634735,20.911102,28.54,28.536715,5.600326,+AC0-958.210632,51.757793
02/03/2010 10:34:29,334.747681,325.540344,20.181683,27.06,27.060795,5.570666,+AC0-958.511353,51.757813
02/03/2010 10:34:33,334.580231,325.372162,19.104607,22.97,22.970745,7.31792,+AC0-957.209167,51.757851
02/03/2010 10:34:37,334.129852,324.922394,17.32136,24.21,24.208817,2.702524,+AC0-963.309631,51.757843
02/03/2010 10:34:41,334.133484,324.925262,18.512739,22.99,22.991709,6.15159,+AC0-959.742065,51.757843
02/03/2010 10:34:45,333.732513,324.524292,16.919405,23.41,23.40567,2.67664,+AC0-964.518066,51.757843
02/03/2010 10:34:49,333.846893,324.638489,18.821127,23.44,23.44417,6.324926,+AC0-960.422424,51.757858
02/03/2010 10:34:54,333.606384,324.398712,17.456059,22.28,22.284578,4.767247,+AC0-962.755981,51.757858
02/03/2010 10:34:58,333.299774,324.091827,18.137428,22.42,22.415531,5.964571,+AC0-962.442139,51.757843
02/03/2010 10:35:02,332.670807,323.463959,18.441988,24.71,24.711889,4.402041,+AC0-965.962463,51.757858
02/03/2010 10:35:06,332.840576,323.63327,17.543119,23.80,23.801735,3.51375,+AC0-966.354919,51.757835
02/03/2010 10:35:10,332.655243,323.448456,16.54088,19.77,19.770575,5.35079,+AC0-965.035461,51.757866
02/03/2010 10:35:15,332.321167,323.113586,20.09306,23.67,23.671316,8.576231,+AC0-962.722839,51.757904
02/03/2010 10:35:19,332.002411,322.794647,19.146282,23.85,23.849524,6.574905,+AC0-965.747803,51.757927
02/03/2010 10:35:23,331.612427,322.404785,16.725307,21.31,21.306664,4.268183,+AC0-969.309082,51.75795
02/03/2010 10:35:27,332.05307,322.846466,15.579074,21.21,21.209526,2.138538,+AC0-970.184753,51.758064
02/03/2010 10:35:31,331.953156,322.745239,19.06514,24.91,24.914108,5.41977,+AC0-967.093567,51.758034
02/03/2010 10:35:35,331.400177,322.192596,21.386679,26.37,26.37027,8.552503,+AC0-965.567017,51.758129
02/03/2010 10:35:39,331.833679,322.627228,18.792448,24.50,24.500116,5.279531,+AC0-967.634583,51.758186
02/03/2010 10:35:44,332.000397,322.79422,18.145479,20.83,20.831814,7.464726,+AC0-964.887207,51.758221
02/03/2010 10:35:48,331.638763,322.432434,15.874187,22.01,22.00625,1.963448,+AC0-971.643982,51.758232
02/03/2010 10:35:52,331.509125,322.303436,17.347319,24.56,24.561869,2.421866,+AC0-971.583435,51.758316
02/03/2010 10:35:56,331.375,322.168457,17.082731,24.10,24.098402,2.343707,+AC0-972.062988,51.758331
02/03/2010 10:36:00,331.498352,322.291748,18.169012,24.29,24.293924,4.264975,+AC0-969.71759,51.758411
02/03/2010 10:36:05,331.825439,322.618744,15.718987,19.07,19.072971,4.412389,+AC0-968.569702,51.758415
02/03/2010 10:36:09,331.540192,322.334015,20.507542,23.54,23.54125,9.501166,+AC0-964.211487,51.758427
02/03/2010 10:36:13,331.694946,322.48819,16.189173,22.57,22.566025,2.048968,+AC0-971.399292,51.758446
02/03/2010 10:36:17,331.673553,322.467377,19.069452,23.41,23.407658,6.840255,+AC0-966.550049,51.758507
02/03/2010 10:36:22,331.45343,322.247498,21.680553,31.11,31.110298,4.678603,+AC0-969.452087,51.75856
02/03/2010 10:36:26,331.57016,322.364105,17.826553,24.06,24.057297,3.823309,+AC0-969.974976,51.75856
02/03/2010 10:36:30,331.713196,322.507263,21.604601,26.24,26.240154,9.096673,+AC0-964.119751,51.758591
02/03/2010 10:36:34,331.681152,322.475861,18.429579,22.23,22.229607,6.704862,+AC0-966.687988,51.758606
02/03/2010 10:36:38,331.88739,322.680786,18.54084,22.46,22.45631,6.70791,+AC0-966.040955,51.758621
02/03/2010 10:36:43,331.83548,322.629364,14.433152,20.09,20.094299,0.963844,+AC0-972.112793,51.758614
02/03/2010 10:36:47,331.966003,322.760834,19.698599,28.20,28.199076,3.567733,+AC0-969.053528,51.758644
02/03/2010 10:36:51,332.04303,322.836914,19.7083,27.32,27.318613,4.411863,+AC0-967.945923,51.75872
02/03/2010 10:36:55,331.881989,322.675995,20.299959,27.68,27.682508,5.217026,+AC0-967.607788,51.758713
02/03/2010 10:36:59,332.300934,323.095978,16.76095,23.56,23.557209,2.2276,+AC0-969.426208,51.758724
02/03/2010 10:37:03,332.142517,322.936188,19.456194,24.94,24.944847,6.148579,+AC0-965.856812,51.758736
02/03/2010 10:37:07,332.558685,323.352295,18.642488,22.21,22.2106,7.135169,+AC0-963.585022,51.758789
02/03/2010 10:37:11,332.164856,322.958679,19.215776,25.12,25.120155,5.518465,+AC0-966.434204,51.75869
02/03/2010 10:37:15,332.426025,323.220917,15.588345,21.13,21.130608,2.230476,+AC0-969.040955,51.758713
02/03/2010 10:37:19,332.230103,323.023987,19.366533,23.96,23.964151,6.894165,+AC0-964.822632,51.758694
02/03/2010 10:37:23,332.158173,322.95224,18.721182,23.87,23.86912,5.732949,+AC0-966.234924,51.758663
02/03/2010 10:37:27,332.417053,323.210571,18.735973,23.51,23.510588,6.09769,+AC0-965.066528,51.758652
02/03/2010 10:37:32,332.248047,323.042358,19.254498,28.40,28.401375,2.517703,+AC0-969.272034,51.758659
02/03/2010 10:37:36,332.336334,323.130341,20.418856,23.08,23.079468,9.762214,+AC0-961.542725,51.758583
02/03/2010 10:37:40,332.363892,323.157776,16.946877,22.67,22.672092,3.417511,+AC0-967.97998,51.758556
02/03/2010 10:37:44,332.24704,323.041443,21.48571,28.78,28.780512,6.485033,+AC0-965.184387,51.758533
02/03/2010 10:37:48,332.347839,323.141693,19.491364,23.90,23.895864,7.200023,+AC0-964.135498,51.758526
02/03/2010 10:37:52,332.851471,323.644501,21.614101,27.14,27.141417,8.270245,+AC0-961.501343,51.758537
02/03/2010 10:37:56,332.393341,323.187683,15.906507,24.70,24.701704,+AC0-0.500627,+AC0-971.921692,51.758507
02/03/2010 10:38:00,332.611328,323.404144,21.801472,28.25,28.250074,7.59401,+AC0-962.913086,51.758465
02/03/2010 10:38:04,332.522125,323.31488,18.952229,24.96,24.955236,5.162462,+AC0-965.683167,51.758465
02/03/2010 10:38:08,332.623077,323.415649,20.533007,25.43,25.426685,7.783115,+AC0-962.680603,51.758472
02/03/2010 10:38:13,332.321381,323.115356,16.90559,23.80,23.804434,2.276079,+AC0-969.277344,51.758484
02/03/2010 10:38:17,332.494354,323.286774,20.671591,22.76,22.76396,10.547616,+AC0-960.221924,51.758438
02/03/2010 10:38:21,332.801666,323.595062,15.004082,20.50,20.504181,1.685737,+AC0-968.41626,51.758408
02/03/2010 10:38:25,332.235291,323.029327,21.546085,28.22,28.223104,7.124509,+AC0-964.537231,51.758324
02/03/2010 10:38:29,332.96817,323.761047,19.943487,25.12,25.115412,6.932769,+AC0-962.502686,51.758324
02/03/2010 10:38:33,332.598175,323.391998,17.265207,23.95,23.948795,2.837473,+AC0-967.843994,51.758316
02/03/2010 10:38:37,332.223816,323.017334,22.337976,30.58,30.580774,6.448659,+AC0-965.253845,51.758255
02/03/2010 10:38:41,332.668884,323.462738,19.081036,21.78,21.777653,8.390645,+AC0-961.917908,51.758301
02/03/2010 10:38:45,332.470978,323.26532,19.803356,24.08,24.076126,7.635497,+AC0-963.300049,51.758308
02/03/2010 10:38:50,332.403351,323.198547,19.560022,25.79,25.790289,5.557228,+AC0-965.651123,51.758282
02/03/2010 10:38:54,333.189789,323.983673,18.532459,22.90,22.899897,6.27586,+AC0-962.518616,51.758274
02/03/2010 10:38:58,332.831848,323.625946,19.456749,24.65,24.652063,6.424107,+AC0-963.449402,51.758286
02/03/2010 10:39:02,332.74411,323.53891,17.464708,22.84,22.843142,4.260415,+AC0-965.949036,51.758286
02/03/2010 10:39:06,332.658417,323.453308,21.878166,26.17,26.170097,9.692347,+AC0-960.629089,51.758347
02/03/2010 10:39:10,332.499146,323.295105,17.966688,23.86,23.857189,4.282386,+AC0-966.688477,51.758339
02/03/2010 10:39:14,332.429657,323.225159,20.424099,25.74,25.738657,7.279678,+AC0-963.807373,51.758312
02/03/2010 10:39:19,332.686035,323.482117,20.115089,24.80,24.798498,7.562302,+AC0-962.747437,51.758297
02/03/2010 10:39:23,332.871674,323.667847,21.136959,26.74,26.742205,7.720053,+AC0-962.023926,51.758286
02/03/2010 10:39:27,332.645172,323.441833,22.0189,28.32,28.323847,7.9461,+AC0-962.483643,51.758293
02/03/2010 10:39:31,332.641418,323.43924,20.646156,29.15,29.152433,4.509852,+AC0-966.043945,51.758286
02/03/2010 10:39:35,333.106445,323.904358,18.391769,23.13,23.125441,5.791868,+AC0-963.310486,51.758163
02/03/2010 10:39:40,332.835358,323.633179,18.781652,21.25,21.246849,8.308193,+AC0-961.536438,51.758125
02/03/2010 10:39:44,332.627563,323.425629,19.527683,24.74,24.744925,6.474485,+AC0-964.052307,51.758114
02/03/2010 10:39:48,332.239929,323.039063,13.017252,18.89,18.886053,+AC0-0.64671,+AC0-972.563965,51.75811
02/03/2010 10:39:52,332.450623,323.249847,21.511612,26.48,26.479202,8.692437,+AC0-962.320435,51.758095
02/03/2010 10:39:56,332.501312,323.299805,17.770117,21.76,21.757149,5.870105,+AC0-965.058167,51.75808
02/03/2010 10:40:00,332.638367,323.437561,18.027012,25.90,25.896473,2.487655,+AC0-968.13446,51.758106
02/03/2010 10:40:04,332.400482,323.199982,16.984844,23.28,23.277487,2.923579,+AC0-968.408691,51.758091
02/03/2010 10:40:08,332.690582,323.488678,18.9424,21.62,21.618408,8.271331,+AC0-962.009705,51.758068
02/03/2010 10:40:12,332.291107,323.090546,17.52824,23.91,23.906143,3.387053,+AC0-968.25946,51.758057
02/03/2010 10:40:16,332.203552,323.002686,20.408918,27.72,27.724291,5.388958,+AC0-966.450073,51.757935
02/03/2010 10:40:20,332.781677,323.580261,18.095884,21.96,21.962812,6.308456,+AC0-963.741882,51.757881
02/03/2010 10:40:24,332.224091,323.02359,16.933212,21.85,21.850159,4.16151,+AC0-967.650085,51.757881
02/03/2010 10:40:28,332.488312,323.286835,20.001232,26.34,26.344433,5.892574,+AC0-965.052612,51.757847
02/03/2010 10:40:32,332.054626,322.853058,18.920847,23.05,23.047689,6.889778,+AC0-965.334412,51.757782
02/03/2010 10:40:37,332.152588,322.952209,20.311119,25.18,25.184149,7.580582,+AC0-964.343628,51.75779
02/03/2010 10:40:41,332.922455,323.720734,18.662991,23.96,23.960649,5.534411,+AC0-964.098999,51.757782
02/03/2010 10:40:45,332.554688,323.354584,17.397694,23.35,23.35335,3.652315,+AC0-967.161743,51.757713
02/03/2010 10:40:49,332.369537,323.16925,19.029274,22.22,22.221588,7.874224,+AC0-963.376953,51.757702
02/03/2010 10:40:53,332.588226,323.387756,22.680082,28.78,28.782286,8.797333,+AC0-961.762329,51.757698
02/03/2010 10:40:57,331.930847,322.730438,18.684776,25.31,25.305485,4.315983,+AC0-968.363281,51.757683
